,city,area_code,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,customer_service_calls,churn,phone_num,which_plan
682,Miami1,305,77,no,yes,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,2,0,3610,Voicemail only
687,Miami1,305,78,no,no,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,0,0,5406,No plan
688,Miami1,305,78,no,yes,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,0,0,6024,Voicemail only
692,Miami1,305,80,no,no,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,1,0,5006,No plan
695,Miami1,305,81,yes,no,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,0,0,7861,International only
697,Miami1,305,82,no,no,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,2,0,5579,No plan
700,Miami1,305,83,no,no,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,1,0,9480,No plan
704,Miami1,305,85,no,no,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,0,0,5662,No plan
705,Miami1,305,85,yes,no,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,4,0,2460,International only
706,Miami1,305,86,no,yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,1,0,3448,Voicemail only
709,Miami1,305,87,no,yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,2,0,1898,Voicemail only
713,Miami1,305,89,yes,no,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,0,0,3725,International only
718,Miami1,305,91,no,yes,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,1,0,8103,Voicemail only
725,Miami1,305,94,no,no,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,1,0,9303,No plan
730,Miami1,305,96,no,no,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,5,0,4596,No plan
733,Miami1,305,98,no,no,0,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,0,0,7886,No plan
734,Miami1,305,98,yes,yes,23,245.5,54,41.74,292.7,83,24.88,184.0,90,8.28,1,0,7155,International & Voicemail 
739,Miami1,305,99,no,yes,31,244.1,71,41.5,203.4,58,17.29,234.0,115,10.53,3,0,5076,Voicemail only
740,Miami1,305,100,no,no,,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,0,0,6255,No plan
741,Miami1,305,100,no,yes,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,0,0,8732,Voicemail only
743,Miami1,305,101,no,no,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,4,0,5511,No plan
746,Miami1,305,102,yes,no,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,0,0,6560,International only
750,Miami1,305,105,no,no,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,1,0,2679,No plan
761,Miami1,305,110,no,no,0,227.7,88,38.71,170.0,96,14.45,128.7,57,5.79,1,0,5516,No plan
762,Miami1,305,110,no,yes,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,,0,8845,Voicemail only
763,Miami1,305,111,no,no,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,2,0,4982,No plan
764,Miami1,305,111,no,no,0,197.1,117,33.51,227.8,128,19.36,214.0,101,9.63,0,0,6331,No plan
767,Miami1,305,112,no,no,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,4,0,1872,No plan
768,Miami1,305,112,no,yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,4,0,5601,Voicemail only
769,Miami1,305,113,no,no,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,1,0,5285,No plan
771,Miami1,305,113,no,no,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,4,0,4313,No plan
777,Miami1,305,116,no,yes,12,221.0,108,37.57,151.0,118,12.84,179.0,80,8.06,2,0,2733,Voicemail only
782,Miami1,305,118,no,yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,1,0,6496,Voicemail only
784,Miami1,305,119,no,no,,230.4,117,39.17,225.0,101,19.13,198.5,111,8.93,3,0,4795,No plan
791,Miami1,305,122,yes,yes,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,1,0,7737,International & Voicemail 
792,Miami1,305,123,no,yes,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,0,0,9728,Voicemail only
795,Miami1,305,124,yes,no,0,244.6,89,41.58,188.8,80,16.05,206.0,114,9.27,1,0,6374,International only
799,Miami1,305,125,no,yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,0,0,9677,Voicemail only
800,Miami1,305,126,no,no,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,0,0,3229,No plan
803,Miami1,305,127,no,no,0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,2,0,9365,No plan
806,Miami1,305,127,yes,no,0,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,1,0,1413,International only
810,Miami1,305,129,no,no,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,2,0,1718,No plan
811,Miami1,305,129,no,yes,37,205.0,94,34.85,165.4,103,14.06,185.0,81,8.32,1,0,8954,Voicemail only
814,Miami1,305,130,no,no,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,0,0,3549,No plan
816,Miami1,305,131,no,yes,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,3,0,4902,Voicemail only
819,Miami1,305,132,no,no,0,214.6,78,36.48,251.7,98,21.39,240.8,88,10.84,0,0,3848,No plan
821,Miami1,305,132,yes,yes,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,2,0,8113,International & Voicemail 
822,Miami1,305,133,no,no,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,4,0,4007,No plan
824,Miami1,305,134,no,no,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,1,0,9000,No plan
825,Miami1,305,135,no,yes,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,2,0,3944,Voicemail only
830,Miami1,305,137,no,no,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,2,0,9508,No plan
832,Miami1,305,141,no,yes,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,1,0,6012,Voicemail only
833,Miami1,305,141,yes,yes,37,258.6,84,43.96,222.0,111,18.87,326.4,97,14.69,0,0,8173,International & Voicemail 
834,Miami1,305,142,no,no,,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,0,0,1009,No plan
835,Miami1,305,142,no,yes,22,224.4,114,38.15,146.0,106,12.41,241.4,98,10.86,1,0,1105,Voicemail only
836,Miami1,305,142,no,yes,24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,0,0,3227,Voicemail only
840,Miami1,305,147,no,no,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,1,0,2945,No plan
843,Miami1,305,151,no,no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,0,0,3177,No plan
844,Miami1,305,152,no,no,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,3,0,7846,No plan
845,Miami1,305,154,no,no,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,3,0,6896,No plan
846,Miami1,305,155,no,yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,0,0,2702,Voicemail only
847,Miami1,305,155,no,yes,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,2,0,1206,Voicemail only
848,Miami1,305,157,no,yes,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,3,0,4756,Voicemail only
850,Miami1,305,161,no,yes,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,0,0,9234,Voicemail only
851,Miami1,305,163,no,no,0,197.0,109,33.49,202.6,128,17.22,206.4,80,9.29,1,0,5859,No plan
853,Miami1,305,165,no,no,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,0,0,8567,No plan
854,Miami1,305,167,yes,no,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,2,0,3618,International only
855,Miami1,305,167,yes,no,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,2,0,8772,International only
858,Miami1,305,170,yes,no,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,3,0,1639,International only
859,Miami1,305,174,no,no,0,192.1,97,32.66,169.9,94,14.44,166.6,54,7.5,1,0,5893,No plan
867,Miami2,786,12,no,no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,2,0,4179,No plan
868,Miami2,786,13,no,yes,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,1,0,9421,Voicemail only
869,Miami2,786,21,no,no,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,0,0,3606,No plan
873,Miami2,786,27,no,no,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,5,0,2840,No plan
875,Miami2,786,28,no,no,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,3,0,5014,No plan
877,Miami2,786,29,no,no,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,1,0,1024,No plan
879,Miami2,786,33,no,no,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,2,0,9602,No plan
883,Miami2,786,36,no,yes,29,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,2,0,3637,Voicemail only
884,Miami2,786,37,no,no,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,2,0,7604,No plan
902,Miami2,786,55,no,yes,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,1,0,7342,Voicemail only
903,Miami2,786,56,no,no,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,1,0,6293,No plan
904,Miami2,786,58,no,yes,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,1,0,9301,Voicemail only
907,Miami2,786,61,no,no,0,197.7,118,33.61,152.2,96,12.94,221.0,93,9.95,2,0,9645,No plan
910,Miami2,786,62,no,no,0,281.0,66,47.77,160.6,108,13.65,77.9,74,3.51,1,0,6373,No plan
914,Miami2,786,63,no,no,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,0,0,5243,No plan
917,Miami2,786,64,no,yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,1,0,7757,Voicemail only
919,Miami2,786,64,no,yes,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,1,0,3599,Voicemail only
920,Miami2,786,64,no,yes,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,3,0,7108,Voicemail only
921,Miami2,786,64,no,yes,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,8,0,8822,Voicemail only
924,Miami2,786,65,no,no,0,207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,1,0,4960,No plan
930,Miami2,786,70,no,no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,3,0,4582,No plan
931,Miami2,786,70,no,yes,24,249.5,101,42.42,259.7,98,22.07,222.7,68,10.02,1,0,1530,Voicemail only
933,Miami2,786,71,no,no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,3,0,7318,No plan
935,Miami2,786,73,no,no,0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,3,0,7314,No plan
936,Miami2,786,73,no,no,0,213.0,95,36.21,188.8,104,16.05,136.2,89,6.13,0,0,2035,No plan
937,Miami2,786,73,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,1,0,3221,No plan
940,Miami2,786,75,no,yes,46,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,0,0,3021,Voicemail only
945,Miami2,786,76,no,no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,0,0,9833,No plan
949,Miami2,786,80,no,yes,22,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,0,0,3904,Voicemail only
955,Miami2,786,82,no,no,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,4,0,3446,No plan
956,Miami2,786,82,no,no,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,3,0,6043,No plan
959,Miami2,786,85,no,no,,209.8,82,35.67,194.5,94,16.53,200.4,85,9.02,0,0,5826,No plan
960,Miami2,786,85,no,no,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,2,0,2796,No plan
961,Miami2,786,85,no,no,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3,0,1208,No plan
962,Miami2,786,85,no,yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,5,0,6668,Voicemail only
973,Miami2,786,88,no,yes,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,1,0,1558,Voicemail only
979,Miami2,786,90,no,yes,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,0,0,2251,Voicemail only
983,Miami2,786,92,no,no,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,2,0,8536,No plan
984,Miami2,786,92,no,no,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,1,0,2916,No plan
985,Miami2,786,92,no,yes,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,1,0,7366,Voicemail only
992,Miami2,786,94,yes,no,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,4,0,3046,International only
994,Miami2,786,95,no,no,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,0,0,5941,No plan
995,Miami2,786,95,no,yes,39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,1,0,4236,Voicemail only
997,Miami2,786,97,no,no,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,3,0,4030,No plan
1005,Miami2,786,98,no,yes,38,213.7,61,36.33,253.0,104,21.51,207.7,73,9.35,2,0,4334,Voicemail only
1007,Miami2,786,99,no,yes,28,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,1,0,8606,Voicemail only
1011,Miami2,786,100,no,yes,25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,1,0,6135,Voicemail only
1012,Miami2,786,100,no,yes,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,1,0,2166,Voicemail only
1018,Miami2,786,104,no,no,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,0,0,4637,No plan
1025,Miami2,786,107,yes,no,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,1,0,9688,International only
1026,Miami2,786,108,no,no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,3,0,1688,No plan
1028,Miami2,786,109,yes,no,0,209.1,141,35.55,205.0,93,17.43,119.4,111,5.37,2,0,9839,International only
1033,Miami2,786,110,no,yes,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,1,0,8163,Voicemail only
1037,Miami2,786,112,no,yes,23,286.6,79,48.72,315.3,102,26.8,193.9,101,8.73,1,0,9504,Voicemail only
1045,Miami2,786,116,no,no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,3,0,8478,No plan
1046,Miami2,786,116,no,no,0,205.0,90,34.85,140.9,114,11.98,272.6,96,12.27,2,0,3976,No plan
1047,Miami2,786,116,no,yes,23,253.0,78,43.01,138.9,121,11.81,277.8,104,12.5,2,0,9279,Voicemail only
1051,Miami2,786,117,no,no,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,0,0,4404,No plan
1053,Miami2,786,117,no,yes,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,0,0,3263,Voicemail only
1054,Miami2,786,117,yes,yes,22,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,1,0,6531,International & Voicemail 
1055,Miami2,786,118,no,no,,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,0,0,4509,No plan
1057,Miami2,786,118,no,no,0,224.6,94,38.18,225.9,120,19.2,269.0,105,12.11,2,0,3427,No plan
1065,Miami2,786,120,no,yes,26,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,0,0,8187,Voicemail only
1071,Miami2,786,121,no,no,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,2,0,2708,No plan
1072,Miami2,786,121,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,1,0,4354,No plan
1078,Miami2,786,123,no,no,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,3,0,6594,No plan
1079,Miami2,786,123,no,yes,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,1,0,3635,Voicemail only
1085,Miami2,786,127,no,no,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,2,0,3170,No plan
1088,Miami2,786,127,no,yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,0,0,7875,Voicemail only
1089,Miami2,786,129,no,yes,36,192.8,103,32.78,177.0,83,15.05,216.5,118,9.74,1,0,5999,Voicemail only
1093,Miami2,786,131,no,no,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,0,0,1810,No plan
1094,Miami2,786,131,no,yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,2,0,7998,Voicemail only
1097,Miami2,786,136,yes,no,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,3,0,8596,International only
1099,Miami2,786,137,no,no,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,2,0,8202,No plan
1100,Miami2,786,137,no,no,0,243.4,114,41.38,121.2,110,10.3,162.6,104,7.32,0,0,1921,No plan
1105,Miami2,786,138,yes,yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,0,0,7485,International & Voicemail 
1107,Miami2,786,139,no,no,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,3,0,7501,No plan
1109,Miami2,786,140,no,no,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,0,0,8617,No plan
1110,Miami2,786,140,no,no,0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,2,0,8180,No plan
1113,Miami2,786,142,no,yes,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,1,0,6221,Voicemail only
1115,Miami2,786,146,no,no,0,195.9,86,33.3,228.6,82,19.43,303.5,94,13.66,3,0,5911,No plan
1116,Miami2,786,147,no,no,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,1,0,8729,No plan
1117,Miami2,786,147,no,yes,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,3,0,7205,Voicemail only
1120,Miami2,786,148,yes,no,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,0,0,3915,International only
1125,Miami2,786,151,no,yes,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,0,0,8249,Voicemail only
1126,Miami2,786,152,no,no,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,1,0,6716,No plan
1127,Miami2,786,152,no,yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,1,0,9664,Voicemail only
1128,Miami2,786,153,no,no,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,1,0,6133,No plan
1133,Miami2,786,157,no,yes,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,1,0,1311,Voicemail only
1136,Miami2,786,161,no,yes,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,1,0,8086,Voicemail only
1138,Miami2,786,163,no,no,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,1,0,1840,No plan
1139,Miami2,786,164,no,yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,1,0,3497,Voicemail only
1143,Miami2,786,172,no,no,0,212.0,121,36.04,31.2,115,2.65,293.3,78,13.2,3,0,1121,No plan
1147,Miami2,786,176,no,no,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,2,0,7654,No plan
1148,Miami2,786,178,no,no,0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,1,0,4587,No plan
1153,Miami2,786,184,no,yes,12,200.3,76,34.05,253.6,105,21.56,149.3,93,6.72,0,0,5915,Voicemail only
1160,Jacksonville,904,9,no,yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,1,0,9885,Voicemail only
1162,Jacksonville,904,10,no,no,0,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,1,0,5697,No plan
1164,Jacksonville,904,18,no,no,0,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,1,0,7898,No plan
1165,Jacksonville,904,19,no,no,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,1,0,5597,No plan
1173,Jacksonville,904,35,no,yes,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,1,0,7627,Voicemail only
1175,Jacksonville,904,37,no,no,0,206.0,89,35.02,186.0,88,15.81,307.1,86,13.82,0,0,7332,No plan
1176,Jacksonville,904,37,no,no,0,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,4,0,2238,No plan
1177,Jacksonville,904,38,no,yes,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,0,0,5439,Voicemail only
1180,Jacksonville,904,41,no,yes,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,1,0,6110,Voicemail only
1183,Jacksonville,904,44,no,no,0,204.6,,34.78,205.2,94,17.44,164.6,84,7.41,0,0,4146,No plan
1188,Jacksonville,904,47,no,yes,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,2,0,3544,Voicemail only
1192,Jacksonville,904,50,no,yes,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,3,0,2107,Voicemail only
1194,Jacksonville,904,50,yes,yes,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,0,0,5891,International & Voicemail 
1195,Jacksonville,904,52,no,no,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,2,0,5562,No plan
1197,Jacksonville,904,54,no,yes,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,3,0,2867,Voicemail only
1202,Jacksonville,904,56,no,no,0,210.4,80,35.77,176.6,96,15.01,149.7,56,6.74,1,0,2550,No plan
1203,Jacksonville,904,57,no,no,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,0,0,3139,No plan
1207,Jacksonville,904,60,no,no,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,0,0,9430,No plan
1211,Jacksonville,904,62,no,no,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,4,0,5423,No plan
1214,Jacksonville,904,63,no,no,0,207.6,96,35.29,229.0,112,19.47,162.6,131,7.32,1,0,8753,No plan
1215,Jacksonville,904,63,no,yes,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,0,0,5168,Voicemail only
1217,Jacksonville,904,64,no,no,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,1,0,6943,No plan
1221,Jacksonville,904,66,yes,no,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,3,0,3333,International only
1225,Jacksonville,904,67,no,yes,20,230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,1,0,9027,Voicemail only
1226,Jacksonville,904,67,no,yes,35,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,1,0,4929,Voicemail only
1236,Jacksonville,904,73,no,no,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,2,0,6248,No plan
1237,Jacksonville,904,73,no,no,0,254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,0,0,1412,No plan
1240,Jacksonville,904,74,no,no,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,0,0,9696,No plan
1241,Jacksonville,904,74,no,no,0,262.3,114,44.59,198.9,96,16.91,165.9,90,7.47,3,0,6533,No plan
1247,Jacksonville,904,77,no,no,0,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,,0,8814,No plan
1248,Jacksonville,904,77,no,no,0,239.2,114,40.66,150.0,115,12.75,160.8,81,7.24,5,0,1252,No plan
1250,Jacksonville,904,77,no,yes,29,211.1,89,35.89,223.5,97,19.0,148.4,106,6.68,2,0,7029,Voicemail only
1257,Jacksonville,904,79,no,no,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,1,0,9569,No plan
1258,Jacksonville,904,80,no,no,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,0,0,5710,No plan
1259,Jacksonville,904,80,no,no,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,3,0,8288,No plan
1265,Jacksonville,904,83,no,no,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,0,0,4154,No plan
1266,Jacksonville,904,83,no,no,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,3,0,6145,No plan
1267,Jacksonville,904,85,no,no,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,3,0,1962,No plan
1270,Jacksonville,904,87,no,no,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,1,0,6585,No plan
1271,Jacksonville,904,87,no,no,0,238.0,97,40.46,164.5,97,13.98,282.5,132,12.71,2,0,4184,No plan
1272,Jacksonville,904,87,yes,yes,40,221.6,79,37.67,157.1,74,13.35,222.4,124,10.01,1,0,4147,International & Voicemail 
1275,Jacksonville,904,89,no,no,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,0,0,1594,No plan
1283,Jacksonville,904,91,no,no,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,1,0,3176,No plan
1284,Jacksonville,904,92,no,no,0,197.2,113,33.52,242.3,116,20.6,192.0,76,8.64,2,0,4260,No plan
1285,Jacksonville,904,92,no,no,0,208.0,125,35.36,198.9,76,16.91,76.4,97,3.44,0,0,8304,No plan
1289,Jacksonville,904,92,yes,no,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,0,0,9401,International only
1290,Jacksonville,904,92,yes,yes,45,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,0,0,9522,International & Voicemail 
1299,Jacksonville,904,94,no,no,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,3,0,3236,No plan
1303,Jacksonville,904,95,no,no,0,238.1,65,40.48,187.2,98,15.91,190.0,115,8.55,4,0,2577,No plan
1312,Jacksonville,904,97,no,no,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,0,0,2728,No plan
1321,Jacksonville,904,99,no,no,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,2,0,8205,No plan
1322,Jacksonville,904,99,no,no,0,238.4,96,40.53,246.5,130,20.95,198.4,117,8.93,3,0,7334,No plan
1324,Jacksonville,904,100,no,no,0,235.8,130,40.09,176.0,69,14.96,63.6,122,2.86,2,0,2114,No plan
1330,Jacksonville,904,101,no,yes,28,220.3,96,37.45,285.8,72,24.29,203.0,111,9.14,4,0,9127,Voicemail only
1335,Jacksonville,904,105,no,no,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,4,0,6489,No plan
1336,Jacksonville,904,105,no,no,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,1,0,1891,No plan
1340,Jacksonville,904,107,no,no,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,0,0,5165,No plan
1342,Jacksonville,904,107,no,yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,1,0,8330,Voicemail only
1343,Jacksonville,904,107,no,yes,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,2,0,3095,Voicemail only
1354,Jacksonville,904,112,no,no,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,1,0,1383,No plan
1363,Jacksonville,904,115,no,no,0,195.9,111,33.3,227.0,108,19.3,313.2,113,14.09,2,0,8164,No plan
1366,Jacksonville,904,116,no,no,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,2,0,9128,No plan
1371,Jacksonville,904,118,no,no,0,253.2,122,43.04,201.0,78,17.09,195.3,108,8.79,2,0,8526,No plan
