,city,area_code,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,customer_service_calls,churn,phone_num,which_plan
1660,Tampa,813,115,no,no,0,268.0,115,45.56,153.6,106,13.06,232.3,65,10.45,3,0,1400,No plan
1661,Tampa,813,116,no,yes,17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,5,0,6577,Voicemail only
1681,Tampa,813,129,no,yes,30,177.3,95,30.14,211.8,102,18.0,240.2,108,10.81,3,0,9494,Voicemail only
1697,Tampa,813,139,no,no,0,196.0,135,33.32,186.0,146,15.81,153.0,92,6.89,3,0,9149,No plan
1701,Tampa,813,140,no,no,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,3,0,2197,No plan
1702,Tampa,813,141,no,no,0,51.9,108,8.82,162.0,83,13.77,223.5,115,10.06,3,0,3648,No plan
1708,Tampa,813,146,no,yes,32,154.0,80,26.18,185.5,91,15.77,148.2,107,6.67,3,0,1129,Voicemail only
1709,Tampa,813,147,no,no,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,3,0,4943,No plan
1710,Tampa,813,147,no,yes,36,254.2,78,43.21,228.1,105,19.39,98.0,125,4.41,5,0,7009,Voicemail only
1732,Tampa,813,174,no,no,0,124.3,76,21.13,277.1,112,23.55,250.7,115,11.28,3,0,3698,No plan
1743,West Palm Beach,561,5,no,no,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,3,0,2758,No plan
1750,West Palm Beach,561,22,no,yes,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,3,0,1319,Voicemail only
1751,West Palm Beach,561,23,no,no,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,6,0,4027,No plan
1759,West Palm Beach,561,36,no,no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,3,0,8382,No plan
1777,West Palm Beach,561,56,no,no,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,3,0,5933,No plan
1798,West Palm Beach,561,70,no,no,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,3,0,2072,No plan
1799,West Palm Beach,561,71,no,no,0,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,3,0,2275,No plan
1806,West Palm Beach,561,74,no,yes,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,4,0,8245,Voicemail only
1808,West Palm Beach,561,75,no,yes,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,4,0,1916,Voicemail only
1811,West Palm Beach,561,77,no,no,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,3,0,7252,No plan
1822,West Palm Beach,561,83,no,yes,30,272.5,105,46.33,253.0,83,21.51,180.8,123,8.14,3,0,6074,Voicemail only
1823,West Palm Beach,561,84,no,yes,35,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,4,0,8665,Voicemail only
1829,West Palm Beach,561,86,no,no,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,3,0,7138,No plan
1830,West Palm Beach,561,86,no,no,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,4,0,2789,No plan
1831,West Palm Beach,561,86,no,yes,32,70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,3,0,2381,Voicemail only
1835,West Palm Beach,561,88,no,no,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,3,0,4274,No plan
1844,West Palm Beach,561,92,no,no,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,3,0,9566,No plan
1846,West Palm Beach,561,93,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,3,0,9345,No plan
1852,West Palm Beach,561,95,no,no,0,156.6,88,26.62,247.6,75,21.05,192.3,115,8.65,3,0,8006,No plan
1854,West Palm Beach,561,95,no,yes,32,247.0,109,41.99,125.6,91,10.68,226.5,90,10.19,3,0,2220,Voicemail only
1857,West Palm Beach,561,97,no,no,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,3,0,6384,No plan
1862,West Palm Beach,561,100,no,no,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,4,0,9478,No plan
1867,West Palm Beach,561,102,no,no,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,4,0,3078,No plan
1869,West Palm Beach,561,103,no,no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,3,0,7278,No plan
1874,West Palm Beach,561,106,no,no,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,4,0,2153,No plan
1877,West Palm Beach,561,107,no,yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,3,0,6282,Voicemail only
1879,West Palm Beach,561,108,no,no,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,3,0,6333,No plan
1883,West Palm Beach,561,109,no,no,0,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,3,0,4294,No plan
1888,West Palm Beach,561,114,no,yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,3,0,9425,Voicemail only
1899,West Palm Beach,561,121,no,no,0,215.6,74,36.65,192.9,98,16.4,144.0,103,6.48,5,0,3857,No plan
1903,West Palm Beach,561,122,no,no,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,3,0,6833,No plan
1906,West Palm Beach,561,123,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,3,0,6591,No plan
1912,West Palm Beach,561,124,no,no,0,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,3,0,7383,No plan
1916,West Palm Beach,561,128,no,no,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,3,0,7461,No plan
1919,West Palm Beach,561,130,no,no,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,3,0,3895,No plan
1922,West Palm Beach,561,131,no,yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,3,0,5012,Voicemail only
1926,West Palm Beach,561,136,no,no,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,7,0,7509,No plan
1931,West Palm Beach,561,138,no,no,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,3,0,9171,No plan
1939,West Palm Beach,561,143,no,no,0,160.4,120,27.27,285.9,104,24.3,182.5,85,8.21,3,0,4989,No plan
1944,West Palm Beach,561,149,no,no,0,166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,7,0,8736,No plan
1955,West Palm Beach,561,163,no,no,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,4,0,4568,No plan
1957,West Palm Beach,561,165,no,yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,3,0,4814,Voicemail only
1961,West Palm Beach,561,176,no,no,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,3,0,6621,No plan
1964,West Palm Beach,561,179,yes,yes,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,4,0,3412,International & Voicemail 
1971,West Palm Beach,561,190,yes,no,0,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,3,0,5753,International only
1974,West Palm Beach,561,204,no,no,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,3,0,3077,No plan
1983,Daytona Beach,386,21,no,yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,3,0,9182,Voicemail only
2015,Daytona Beach,386,61,no,yes,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,3,0,5617,Voicemail only
2017,Daytona Beach,386,62,no,no,0,186.8,94,31.76,207.6,92,17.65,195.0,98,8.78,3,0,1423,No plan
2023,Daytona Beach,386,64,yes,no,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,3,0,8391,International only
2027,Daytona Beach,386,68,no,no,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,3,0,1659,No plan
2030,Daytona Beach,386,71,no,no,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,4,0,7166,No plan
2045,Daytona Beach,386,75,no,yes,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,3,0,2296,Voicemail only
2061,Daytona Beach,386,83,no,yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,3,0,6999,Voicemail only
2068,Daytona Beach,386,85,no,no,0,183.4,111,31.18,168.8,98,14.35,199.7,97,8.99,4,0,2871,No plan
2079,Daytona Beach,386,88,no,no,0,138.3,116,23.51,236.0,138,20.06,179.1,110,8.06,3,0,4803,No plan
2084,Daytona Beach,386,91,no,no,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,3,0,5592,No plan
2090,Daytona Beach,386,95,no,no,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,3,0,6294,No plan
2093,Daytona Beach,386,96,no,no,0,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,3,0,6111,No plan
2096,Daytona Beach,386,96,no,no,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,3,0,6911,No plan
2115,Daytona Beach,386,104,no,no,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,3,0,6081,No plan
2116,Daytona Beach,386,104,no,yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,4,0,9790,Voicemail only
2117,Daytona Beach,386,104,yes,no,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,4,0,3966,International only
2121,Daytona Beach,386,105,no,yes,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,3,0,6357,Voicemail only
2124,Daytona Beach,386,106,no,no,0,208.3,89,35.41,169.4,67,14.4,102.0,90,4.59,3,0,2412,No plan
2127,Daytona Beach,386,106,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,4,0,2488,Voicemail only
2128,Daytona Beach,386,107,no,no,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,3,0,5296,No plan
2140,Daytona Beach,386,111,no,no,0,229.4,107,39.0,214.1,99,18.2,289.6,95,13.03,4,0,2535,No plan
2145,Daytona Beach,386,112,no,yes,27,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,4,0,5708,Voicemail only
2148,Daytona Beach,386,113,no,yes,23,149.0,104,25.33,235.8,67,20.04,201.8,76,9.08,4,0,9909,Voicemail only
2152,Daytona Beach,386,115,no,no,0,132.0,90,22.44,197.5,75,16.79,175.8,114,7.91,3,0,3971,No plan
2168,Daytona Beach,386,120,no,no,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,3,0,1358,No plan
2173,Daytona Beach,386,121,yes,yes,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,3,0,3343,International & Voicemail 
2181,Daytona Beach,386,123,no,yes,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,3,0,4182,Voicemail only
2194,Daytona Beach,386,134,no,no,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,6,0,4473,No plan
2199,Daytona Beach,386,137,no,no,0,115.0,130,19.55,137.8,83,11.71,224.0,61,10.08,3,0,5384,No plan
2205,Daytona Beach,386,140,no,no,0,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,3,0,4674,No plan
2215,Daytona Beach,386,146,yes,no,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,3,0,4842,International only
2222,Daytona Beach,386,149,no,no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,3,0,3500,No plan
2224,Daytona Beach,386,150,no,no,0,126.0,99,21.42,238.5,73,20.27,285.1,100,12.83,3,0,6252,No plan
2238,Daytona Beach,386,162,no,no,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,3,0,8811,No plan
2249,Daytona Beach,386,189,no,no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,3,0,2537,No plan
2250,Daytona Beach,386,189,no,yes,38,256.7,98,43.64,150.5,120,12.79,123.0,87,5.54,3,0,7888,Voicemail only
2252,Daytona Beach,386,204,no,no,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,6,0,9414,No plan
2253,Daytona Beach,386,217,no,no,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,4,0,7082,No plan
2254,Daytona Beach,386,224,no,no,0,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,3,0,8919,No plan
2255,Clearwater,727,3,no,no,0,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,3,0,4713,No plan
2270,Clearwater,727,36,no,no,0,202.4,115,34.41,230.7,115,19.61,202.0,127,9.09,3,0,1462,No plan
2271,Clearwater,727,38,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,3,0,8013,No plan
2274,Clearwater,727,41,no,no,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,3,0,2413,No plan
2287,Clearwater,727,52,no,no,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,3,0,7942,No plan
2289,Clearwater,727,54,no,no,0,134.3,73,22.83,155.5,100,13.22,102.1,68,4.59,3,0,6412,No plan
2293,Clearwater,727,62,no,no,0,120.7,70,20.52,307.2,76,26.11,203.0,99,9.14,4,0,9238,No plan
2305,Clearwater,727,69,no,no,0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,3,0,5686,No plan
2308,Clearwater,727,70,no,yes,30,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,3,0,3777,Voicemail only
2314,Clearwater,727,74,no,no,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,3,0,9046,No plan
2317,Clearwater,727,76,no,yes,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,3,0,9781,Voicemail only
2318,Clearwater,727,78,no,no,0,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,3,0,3451,No plan
2319,Clearwater,727,78,no,no,0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,3,0,9006,No plan
2322,Clearwater,727,78,no,yes,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,6,0,8333,Voicemail only
2323,Clearwater,727,79,no,no,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,3,0,2767,No plan
2328,Clearwater,727,81,no,no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,3,0,6685,No plan
2336,Clearwater,727,85,no,no,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,3,0,5616,No plan
2338,Clearwater,727,86,no,no,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,3,0,9961,No plan
2343,Clearwater,727,87,no,no,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,3,0,3818,No plan
2346,Clearwater,727,88,no,no,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,3,0,5381,No plan
2349,Clearwater,727,89,no,no,0,115.4,99,19.62,209.9,115,17.84,280.9,112,12.64,3,0,6924,No plan
2354,Clearwater,727,91,no,no,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,3,0,4483,No plan
2359,Clearwater,727,93,no,yes,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,7,0,9184,Voicemail only
2364,Clearwater,727,94,yes,yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,4,0,5009,International & Voicemail 
2366,Clearwater,727,95,no,no,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3,0,3565,No plan
2373,Clearwater,727,98,no,no,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,5,0,6283,No plan
2379,Clearwater,727,99,no,no,0,146.7,,24.94,274.0,99,23.29,321.3,98,14.46,3,0,8824,No plan
2381,Clearwater,727,99,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,3,0,3671,No plan
2385,Clearwater,727,102,no,yes,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,3,0,1734,Voicemail only
2389,Clearwater,727,104,no,no,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,5,0,2026,No plan
2390,Clearwater,727,105,no,no,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,3,0,2032,No plan
2405,Clearwater,727,110,no,no,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,3,0,2302,No plan
2406,Clearwater,727,110,no,no,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,4,0,6703,No plan
2409,Clearwater,727,112,no,no,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,3,0,9168,No plan
2413,Clearwater,727,114,no,yes,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,3,0,5273,Voicemail only
2414,Clearwater,727,114,no,yes,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,4,0,9554,Voicemail only
2417,Clearwater,727,115,no,no,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,3,0,8859,No plan
2423,Clearwater,727,118,no,yes,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,3,0,8763,Voicemail only
2432,Clearwater,727,122,no,no,0,215.6,86,36.65,167.8,59,14.26,207.0,67,9.32,3,0,8662,No plan
2433,Clearwater,727,124,no,no,0,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,3,0,1922,No plan
2445,Clearwater,727,130,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,5,0,8910,No plan
2448,Clearwater,727,133,no,no,0,143.8,71,24.45,184.0,131,15.64,275.5,132,12.4,3,0,1144,No plan
2460,Clearwater,727,136,yes,yes,33,203.9,106,34.66,187.6,99,15.95,101.7,107,4.58,3,0,1381,International & Voicemail 
2461,Clearwater,727,137,no,no,0,110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,3,0,9860,No plan
2462,Clearwater,727,137,no,no,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,4,0,8581,No plan
2466,Clearwater,727,139,no,no,0,181.6,119,30.87,335.7,118,28.53,149.8,64,6.74,4,0,3133,No plan
2467,Clearwater,727,140,no,no,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,3,0,5206,No plan
2468,Clearwater,727,141,no,yes,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,3,0,8904,Voicemail only
2472,Clearwater,727,146,no,no,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,3,0,3571,No plan
2480,Clearwater,727,157,no,no,0,229.8,90,39.07,147.9,121,12.57,241.4,108,10.86,3,0,4298,No plan
2490,Clearwater,727,171,no,yes,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,3,0,1557,Voicemail only
2492,Clearwater,727,172,no,no,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,3,0,8905,No plan
2497,Clearwater,727,192,no,no,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,4,0,8379,No plan
2501,Sarasota,941,16,no,no,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,5,0,3197,No plan
2512,Sarasota,941,41,no,no,0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,3,0,4791,No plan
2517,Sarasota,941,43,no,yes,35,200.2,105,34.03,244.4,88,20.77,207.2,97,9.32,3,0,5411,Voicemail only
2519,Sarasota,941,48,no,no,0,149.2,146,25.36,161.9,109,13.76,197.9,109,8.91,3,0,1373,No plan
2521,Sarasota,941,48,no,no,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,4,0,2908,No plan
2528,Sarasota,941,55,no,yes,25,165.6,123,28.15,136.1,95,11.57,175.7,90,7.91,3,0,2637,Voicemail only
2530,Sarasota,941,56,no,no,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,4,0,1759,No plan
2532,Sarasota,941,57,no,no,0,189.3,157,32.18,174.9,70,14.87,221.9,117,9.99,3,0,5089,No plan
2541,Sarasota,941,63,no,no,0,132.9,122,22.59,67.0,62,5.7,160.4,121,7.22,3,0,7102,No plan
2552,Sarasota,941,68,no,no,0,231.1,57,39.29,153.4,55,13.04,191.3,123,8.61,3,0,3271,No plan
2562,Sarasota,941,75,no,yes,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,3,0,1422,Voicemail only
2569,Sarasota,941,80,no,no,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,3,0,9957,No plan
2574,Sarasota,941,82,no,no,0,185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,4,0,2741,No plan
2581,Sarasota,941,86,no,no,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,3,0,8626,No plan
2587,Sarasota,941,87,no,no,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,4,0,6966,No plan
2589,Sarasota,941,87,no,yes,22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,3,0,9443,Voicemail only
2592,Sarasota,941,88,no,no,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,3,0,6258,No plan
2595,Sarasota,941,90,no,no,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,3,0,4438,No plan
2596,Sarasota,941,90,no,no,0,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,3,0,3401,No plan
2600,Sarasota,941,91,no,yes,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,3,0,5633,Voicemail only
2601,Sarasota,941,91,no,yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,3,0,4875,Voicemail only
2605,Sarasota,941,93,no,no,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,3,0,3135,No plan
2607,Sarasota,941,94,no,yes,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,3,0,1106,Voicemail only
2608,Sarasota,941,95,no,yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,3,0,2098,Voicemail only
2610,Sarasota,941,97,no,yes,25,141.0,101,23.97,212.0,85,18.02,175.2,138,7.88,3,0,7282,Voicemail only
2612,Sarasota,941,98,no,no,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,4,0,3237,No plan
2614,Sarasota,941,99,yes,no,0,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,4,0,8512,International only
2616,Sarasota,941,100,no,no,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,3,0,4221,No plan
2619,Sarasota,941,101,no,no,0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,3,0,1780,No plan
2624,Sarasota,941,102,no,no,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,4,0,8831,No plan
2628,Sarasota,941,105,no,no,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,4,0,6764,No plan
2632,Sarasota,941,106,no,yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,3,0,7507,Voicemail only
2633,Sarasota,941,107,no,no,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,3,0,6087,No plan
2639,Sarasota,941,109,no,no,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,3,0,9649,No plan
2644,Sarasota,941,110,no,no,0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,3,0,4414,No plan
2658,Sarasota,941,116,yes,no,0,215.4,104,36.62,204.8,79,17.41,278.5,109,12.53,3,0,7425,International only
2665,Sarasota,941,121,no,yes,24,218.2,88,37.09,348.5,108,29.62,212.6,118,9.57,3,0,9993,Voicemail only
2667,Sarasota,941,121,no,yes,31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,4,0,2495,Voicemail only
2668,Sarasota,941,121,no,yes,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,5,0,9572,Voicemail only
2670,Sarasota,941,122,no,yes,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,7,0,1616,Voicemail only
2671,Sarasota,941,122,no,yes,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,3,0,3498,Voicemail only
2672,Sarasota,941,122,no,yes,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,4,0,7993,Voicemail only
2674,Sarasota,941,123,no,no,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,3,0,8950,No plan
2679,Sarasota,941,126,no,yes,23,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,3,0,1548,Voicemail only
2699,Sarasota,941,138,no,no,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,5,0,5850,No plan
2714,Sarasota,941,147,no,no,0,248.6,83,42.26,148.9,85,12.66,172.5,109,7.76,3,0,2935,No plan
2721,Sarasota,941,157,no,no,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,3,0,5936,No plan
2722,Sarasota,941,157,no,no,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,3,0,7961,No plan
2724,Sarasota,941,159,no,no,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,5,0,3460,No plan
2733,Sarasota,941,164,no,yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,3,0,1263,Voicemail only
2734,Sarasota,941,166,no,no,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,3,0,4853,No plan
2738,Sarasota,941,172,no,no,0,203.9,109,34.66,234.0,123,19.89,160.7,65,7.23,4,0,3632,No plan
2752,Cape Coral,239,11,no,yes,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,3,0,1323,Voicemail only
2760,Cape Coral,239,30,no,no,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,3,0,5192,No plan
2766,Cape Coral,239,37,no,no,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,3,0,5678,No plan
2780,Cape Coral,239,52,no,no,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,4,0,1798,No plan
2788,Cape Coral,239,57,no,no,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,3,0,6225,No plan
2796,Cape Coral,239,61,no,yes,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,3,0,9726,Voicemail only
2799,Cape Coral,239,63,no,no,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,3,0,8755,No plan
2815,Cape Coral,239,69,no,no,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,3,0,1912,No plan
2848,Cape Coral,239,80,no,no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,3,0,8764,No plan
2857,Cape Coral,239,85,yes,no,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,3,0,2951,International only
2866,Cape Coral,239,89,no,no,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,3,0,7015,No plan
2878,Cape Coral,239,91,yes,no,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,3,0,2919,International only
2884,Cape Coral,239,93,no,no,0,190.7,114,32.42,218.2,111,18.55,129.6,121,5.83,3,0,2923,No plan
2895,Cape Coral,239,96,no,yes,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,3,0,9214,Voicemail only
2898,Cape Coral,239,98,no,no,0,161.0,117,27.37,190.9,113,16.23,227.7,113,10.25,4,0,1509,No plan
2902,Cape Coral,239,99,no,no,0,198.2,87,33.69,207.3,76,17.62,190.9,113,8.59,4,0,3954,No plan
2910,Cape Coral,239,103,no,no,,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,3,0,6330,No plan
2929,Cape Coral,239,109,no,yes,46,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,4,0,6479,Voicemail only
2932,Cape Coral,239,110,no,no,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,3,0,1706,No plan
2933,Cape Coral,239,111,no,no,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,3,0,9537,No plan
2936,Cape Coral,239,111,no,no,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,4,0,7118,No plan
2937,Cape Coral,239,111,no,no,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,3,0,9513,No plan
