city,area_code,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,customer_service_calls,churn,phone_num
Miami1,305,133,no,no,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,4,0,4007
Miami1,305,134,no,no,0,164.9,115,28.03,126.5,96,10.75,238.5,125,10.73,2,0,2397
Miami1,305,134,no,no,0,242.4,126,41.21,152.9,115,13,318.3,115,14.32,1,0,9000
Miami1,305,135,no,yes,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,2,0,3944
Miami1,305,135,no,yes,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,2,1,8735
Miami1,305,136,no,no,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,0,0,4573
Miami1,305,136,no,no,0,250.2,121,42.53,267.1,118,22.7,151,114,6.8,1,1,1476
Miami1,305,137,no,no,0,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,2,0,4395
Miami1,305,137,no,no,0,206.4,122,35.09,128,102,10.88,194.5,84,8.75,2,0,9508
Miami1,305,138,no,yes,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,0,0,1340
Miami1,305,141,no,yes,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,1,0,6012
Miami1,305,141,yes,yes,37,258.6,84,43.96,222,111,18.87,326.4,97,14.69,0,0,8173
Miami1,305,142,no,no,,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,0,0,1009
Miami1,305,142,no,yes,22,224.4,114,38.15,146,106,12.41,241.4,98,10.86,1,0,1105
Miami1,305,142,no,yes,24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,0,0,3227
Miami1,305,143,no,yes,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,1,0,2699
Miami1,305,146,no,no,0,109,69,18.53,265.8,98,22.59,228.3,80,10.27,1,0,3581
Miami1,305,146,no,yes,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,2,0,1270
Miami1,305,147,no,no,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,1,0,2945
Miami1,305,147,yes,yes,35,157.5,109,26.78,189.6,67,16.12,227,76,10.22,3,1,4671
Miami1,305,149,no,no,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,4,1,7706
Miami1,305,151,no,no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,0,0,3177
Miami1,305,152,no,no,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,3,0,7846
Miami1,305,154,no,no,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,3,0,6896
Miami1,305,155,no,yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,0,0,2702
Miami1,305,155,no,yes,23,243.9,112,41.46,133,106,11.31,213.7,123,9.62,2,0,1206
Miami1,305,157,no,yes,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,3,0,4756
Miami1,305,160,no,no,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,2,0,5063
Miami1,305,161,no,yes,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,0,0,9234
Miami1,305,163,no,no,0,197,109,33.49,202.6,128,17.22,206.4,80,9.29,1,0,5859
Miami1,305,165,no,no,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,6,0,7746
Miami1,305,165,no,no,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,0,0,8567
Miami1,305,167,yes,no,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,2,0,3618
Miami1,305,167,yes,no,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,2,0,8772
Miami1,305,169,no,no,0,100.8,112,17.14,230,69,19.55,193.6,95,8.71,0,0,9621
Miami1,305,169,no,no,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,3,0,5169
Miami1,305,170,yes,no,0,259.9,68,44.18,245,122,20.83,134.4,121,6.05,3,0,1639
Miami1,305,174,no,no,0,192.1,97,32.66,169.9,94,14.44,166.6,54,7.5,1,0,5893
Miami1,305,177,yes,no,0,248.7,118,42.28,172.3,73,14.65,191.9,87,8.64,1,1,6132
Miami1,305,178,yes,no,0,124.5,134,21.17,141.2,78,12,268.2,113,12.07,2,1,4660
Miami1,305,185,no,no,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,1,0,4036
Miami1,305,185,no,yes,29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,2,0,4394
Miami1,305,208,no,no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,2,1,3625
Miami1,305,209,no,no,0,255.1,124,43.37,230.6,110,19.6,218,69,9.81,3,1,7540
Miami1,305,225,no,no,0,165.4,106,28.12,273.7,109,23.26,210,93,9.45,0,1,2500
Miami2,786,12,no,no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,2,0,4179
Miami2,786,13,no,yes,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,1,0,9421
Miami2,786,21,no,no,0,225,110,38.25,244.2,111,20.76,221.2,93,9.95,0,0,3606
Miami2,786,24,no,no,0,156.2,104,26.55,90,101,7.65,205.1,116,9.23,1,0,4431
Miami2,786,24,no,no,0,243,91,41.31,183.9,77,15.63,184.3,109,8.29,0,1,5449
Miami2,786,27,no,no,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,3,0,7414
Miami2,786,27,no,no,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,5,0,2840
Miami2,786,28,no,no,0,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,0,0,6856
Miami2,786,28,no,no,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,3,0,5014
Miami2,786,29,no,no,0,157.4,122,26.76,145,75,12.33,281.8,92,12.68,1,0,7411
Miami2,786,29,no,no,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,1,0,1024
Miami2,786,30,no,no,0,54,68,9.18,179.3,96,15.24,247.2,101,11.12,1,0,4800
Miami2,786,33,no,no,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,2,0,9602
Miami2,786,34,no,no,0,124.8,82,21.22,282.2,98,23.99,311.5,78,14.02,2,0,7289
Miami2,786,35,no,no,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,0,0,3156
Miami2,786,35,no,yes,37,181.2,76,30.8,177.6,98,15.1,228,136,10.26,2,0,2340
Miami2,786,36,no,yes,29,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,2,0,3637
Miami2,786,37,no,no,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,2,0,7604
Miami2,786,37,yes,no,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,2,0,2000
Miami2,786,37,yes,yes,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,1,0,7892
Miami2,786,40,no,yes,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,1,1,7005
Miami2,786,42,no,no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,2,0,5250
Miami2,786,43,no,no,0,27,117,4.59,160.9,97,13.68,279.5,96,12.58,3,0,9367
Miami2,786,43,no,no,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,0,0,8713
Miami2,786,43,no,no,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,4,0,6683
Miami2,786,44,no,no,0,288.1,112,48.98,258,92,21.93,192.4,90,8.66,3,1,8987
Miami2,786,45,no,yes,29,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,2,0,2628
Miami2,786,46,no,no,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,1,0,8191
Miami2,786,46,no,no,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,2,1,5949
Miami2,786,48,no,yes,43,172,111,29.24,200.2,64,17.02,233.1,96,10.49,1,0,3075
Miami2,786,50,no,no,0,154.7,102,26.3,298,108,25.33,210.2,95,9.46,0,0,4636
Miami2,786,51,yes,no,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,0,1,6465
Miami2,786,52,no,yes,38,169.3,88,28.78,225.9,97,19.2,172,86,7.74,0,0,9357
Miami2,786,53,no,no,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,3,0,5707
Miami2,786,53,no,no,0,261.2,119,44.4,250.8,105,21.32,176,112,7.92,0,1,8375
Miami2,786,55,no,yes,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,1,0,7342
Miami2,786,56,no,no,0,226,112,38.42,248.5,118,21.12,140.5,142,6.32,1,0,6293
Miami2,786,58,no,yes,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,1,0,9301
Miami2,786,59,no,yes,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,1,0,7242
Miami2,786,60,no,no,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,3,0,6552
Miami2,786,61,no,no,0,197.7,118,33.61,152.2,96,12.94,221,93,9.95,2,0,9645
Miami2,786,61,yes,no,0,78.2,103,13.29,195.9,149,16.65,108,100,4.86,2,0,9980
Miami2,786,62,no,no,0,100,98,17,173.5,95,14.75,218,122,9.81,0,0,3454
Miami2,786,62,no,no,0,281,66,47.77,160.6,108,13.65,77.9,74,3.51,1,0,6373
Miami2,786,63,no,no,0,83,64,14.11,177,106,15.05,245.7,89,11.06,0,0,6786
Miami2,786,63,no,no,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,2,0,1725
Miami2,786,63,no,no,0,180.5,126,30.69,230,98,19.55,232.5,73,10.46,0,0,1187
Miami2,786,63,no,no,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,0,0,5243
Miami2,786,63,yes,yes,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,1,0,8029
Miami2,786,64,no,no,0,148.1,73,25.18,164.9,101,14.02,216,125,9.72,5,1,7306
Miami2,786,64,no,yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,1,0,7757
Miami2,786,64,no,yes,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,2,0,2445
Miami2,786,64,no,yes,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,1,0,3599
Miami2,786,64,no,yes,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,3,0,7108
Miami2,786,64,no,yes,40,210,116,35.7,232.7,89,19.78,168.8,94,7.6,8,0,8822
Miami2,786,65,no,no,0,148.7,80,25.28,259,94,22.02,149.5,107,6.73,-2,0,5908
Miami2,786,65,no,no,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,2,0,8955
Miami2,786,65,no,no,0,207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,1,0,4960
Miami2,786,65,no,no,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4,1,3097
Miami2,786,67,no,no,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,2,0,8895
Miami2,786,68,no,no,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,2,0,9990
Miami2,786,69,no,no,0,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,1,0,1592
Miami2,786,70,no,no,0,147.1,105,25.01,200,135,17,234.9,65,10.57,3,0,9940
Miami2,786,70,no,no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,3,0,4582
Miami2,786,70,no,yes,24,249.5,101,42.42,259.7,98,22.07,222.7,68,10.02,1,0,1530
Miami2,786,70,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,2,1,6345
Miami2,786,71,no,no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,3,0,7318
Miami2,786,72,yes,yes,29,139.8,114,23.77,138.2,91,11.75,221,88,9.95,0,0,1343
Miami2,786,73,no,no,0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,3,0,7314
Miami2,786,73,no,no,0,213,95,36.21,188.8,104,16.05,136.2,89,6.13,0,0,2035
Miami2,786,73,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,1,0,3221
Miami2,786,74,no,no,0,124.8,114,21.22,133,121,11.31,160.3,85,7.21,3,0,4215
Miami2,786,75,no,no,0,147.5,110,25.08,191.7,97,16.29,135,68,6.08,2,0,3681
Miami2,786,75,no,yes,46,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,0,0,3021
Miami2,786,75,yes,no,0,166.7,113,28.34,148.3,122,12.61,186.9,121,8.41,3,0,6626
Miami2,786,76,no,no,0,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,4,1,3614
Miami2,786,76,no,no,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,5,1,7055
Miami2,786,76,no,no,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,0,0,8972
Miami2,786,76,no,no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,0,0,9833
Miami2,786,77,no,no,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,1,0,8572
Miami2,786,78,no,no,0,130.8,64,22.24,223.7,116,19.01,227.8,108,10.25,1,0,3305
Miami2,786,78,no,no,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,0,0,7326
Miami2,786,80,no,yes,22,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,0,0,3904
Miami2,786,80,no,yes,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,4,0,9525
Miami2,786,80,no,yes,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,1,0,7879
Miami2,786,81,no,no,0,175.5,67,29.84,249.3,85,21.19,270.2,98,12.16,1,0,5947
Miami2,786,81,no,yes,36,115.9,120,19.7,236.6,95,20.11,255,90,11.48,3,0,2722
Miami2,786,81,yes,no,0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,3,1,6840
Miami2,786,82,no,no,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,4,0,3446
Miami2,786,82,no,no,0,207,90,35.19,232.9,83,19.8,172.4,108,7.76,3,0,6043
Miami2,786,84,no,no,0,159.5,125,27.12,247.1,90,21,187.9,82,8.46,2,0,9390
Miami2,786,84,no,yes,42,165.3,97,28.1,223.5,118,19,260.8,72,11.74,3,0,1007
Miami2,786,85,no,no,,209.8,82,35.67,194.5,94,16.53,200.4,85,9.02,0,0,5826
Miami2,786,85,no,no,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,2,0,2796
Miami2,786,85,no,no,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3,0,1208
Miami2,786,85,no,yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,5,0,6668
Miami2,786,86,no,no,0,70.7,125,12.02,211,113,17.94,174.6,107,7.86,2,0,2041
Miami2,786,86,no,no,0,92.8,92,15.78,159.6,87,13.57,148.7,115,6.69,1,0,7987
Miami2,786,86,no,no,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,2,0,3873
Miami2,786,86,no,no,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,7,1,3437
Miami2,786,86,no,no,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,0,0,7483
Miami2,786,87,no,no,0,171.6,119,29.17,205,107,17.43,170.6,114,7.68,0,0,3958
Miami2,786,87,no,no,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,3,0,4372
Miami2,786,88,no,no,0,152.9,119,25.99,171.2,107,14.55,257,106,11.57,2,0,7448
Miami2,786,88,no,no,0,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,1,0,6057
Miami2,786,88,no,no,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,4,1,8659
Miami2,786,88,no,yes,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,1,0,1558
Miami2,786,89,no,no,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,1,0,9119
Miami2,786,89,no,no,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,1,0,8722
Miami2,786,90,no,no,0,179.1,71,30.45,190.6,81,16.2,127.7,91,5.75,3,0,6103
Miami2,786,90,no,yes,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,1,0,5257
Miami2,786,90,no,yes,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,-1,0,3931
Miami2,786,90,no,yes,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,0,0,2251
Miami2,786,91,no,no,0,123.8,107,21.05,319,125,27.12,237.6,78,10.69,2,0,3032
Miami2,786,91,no,yes,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,1,0,9849
Miami2,786,91,yes,no,0,145,89,24.65,175.8,102,14.94,223.7,151,10.07,-2,1,7754
Miami2,786,92,no,no,0,196.5,82,33.41,190,89,16.15,163.2,99,7.34,2,0,8536
Miami2,786,92,no,no,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,1,0,2916
Miami2,786,92,no,yes,38,242.2,96,41.17,159.7,144,13.57,210,108,9.45,1,0,7366
Miami2,786,93,no,no,0,146.3,85,24.87,216.6,95,18.41,233,82,10.49,0,0,3533
Miami2,786,93,no,no,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,3,0,4291
Miami2,786,93,no,no,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,0,0,2155
Miami2,786,94,no,no,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,3,0,7788
Miami2,786,94,no,no,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,4,0,7339
Miami2,786,94,yes,no,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,1,0,3117
Miami2,786,94,yes,no,0,243.2,109,41.34,147,88,12.5,94.9,99,4.27,4,0,3046
Miami2,786,95,no,no,0,157.9,103,26.84,259.6,90,22.07,230,117,10.35,0,0,7112
Miami2,786,95,no,no,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,0,0,5941
Miami2,786,95,no,yes,39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,1,0,4236
Miami2,786,97,no,no,0,146,121,24.82,203,141,17.26,151.8,120,6.83,1,0,2774
Miami2,786,97,no,no,0,218,86,37.06,184,94,15.64,240.5,110,10.82,3,0,4030
Miami2,786,97,no,no,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,0,1,8908
Miami2,786,97,no,yes,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,5,0,5267
Miami2,786,98,no,no,0,0,0,0,159.6,,13.57,167.1,88,7.52,4,1,2555
Miami2,786,98,no,no,0,126.3,102,21.47,166.8,85,14.18,187.8,135,8.45,3,0,9976
Miami2,786,98,no,no,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,1,0,4917
Miami2,786,98,no,yes,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,1,0,2316
Miami2,786,98,no,yes,31,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,2,0,5015
Miami2,786,98,no,yes,38,213.7,61,36.33,253,104,21.51,207.7,73,9.35,2,0,4334
Miami2,786,98,yes,no,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,1,0,6772
Miami2,786,99,no,yes,28,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,1,0,8606
Miami2,786,99,no,yes,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,2,0,2204
Miami2,786,99,yes,no,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,0,1,2604
Miami2,786,100,no,no,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,4,1,4873
Miami2,786,100,no,yes,25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,1,0,6135
Miami2,786,100,no,yes,33,218.7,104,37.18,155,144,13.18,99,117,4.46,1,0,2166
Miami2,786,100,no,yes,38,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,0,0,9676
Miami2,786,102,no,no,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,2,1,2457
Miami2,786,103,no,no,0,158.7,90,26.98,198.4,117,16.86,181.1,76,8.15,1,0,6413
Miami2,786,103,no,no,0,185,117,31.45,223.3,94,18.98,222.8,91,10.03,2,0,4697
Miami2,786,104,no,no,0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,3,0,5047
Miami2,786,104,no,no,0,263.4,101,44.78,235.5,117,20.02,102,146,4.59,0,0,4637
Miami2,786,105,no,no,0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,1,0,9654
Miami2,786,105,yes,no,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,1,1,1108
Miami2,786,106,no,no,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,2,0,8508
Miami2,786,106,no,no,0,165.3,118,28.1,210,101,17.85,187.2,93,8.42,2,0,2350
Miami2,786,106,yes,no,0,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,1,1,9167
Miami2,786,107,no,yes,37,60,102,10.2,102.2,80,8.69,261.8,106,11.78,0,0,8240
Miami2,786,107,yes,no,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,1,0,9688
Miami2,786,108,no,no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,3,0,1688
Miami2,786,109,no,no,0,184,120,31.28,120.4,119,10.23,153.7,86,6.92,0,0,8239
Miami2,786,109,yes,no,0,209.1,141,35.55,205,93,17.43,119.4,111,5.37,2,0,9839
Miami2,786,109,yes,no,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,2,1,3106
Miami2,786,110,no,no,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,1,0,8350
Miami2,786,110,no,no,0,135.1,109,22.97,205.2,99,17.44,166.3,119,7.48,1,0,4307
Miami2,786,110,no,no,0,149.8,112,25.47,180,93,15.3,140,119,6.3,2,0,3421
Miami2,786,110,no,yes,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,1,0,8163
Miami2,786,111,no,yes,36,96.8,123,16.46,170.6,105,14.5,166,85,7.47,2,0,9978
Miami2,786,112,no,no,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,2,0,8894
Miami2,786,112,no,yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,0,0,7379
Miami2,786,112,no,yes,23,286.6,79,48.72,315.3,102,26.8,193.9,101,8.73,1,0,9504
Miami2,786,114,no,no,0,187.8,109,31.93,154.6,97,13.14,213.9,102,9.63,2,0,4012
Miami2,786,115,no,no,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,1,0,6337
Miami2,786,115,no,no,0,184.1,98,31.3,327,73,27.8,212.5,106,9.56,2,0,3646
Miami2,786,115,no,yes,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,2,0,1607
Miami2,786,115,no,yes,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,0,0,4501
Miami2,786,115,no,yes,26,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,6,0,6306
Miami2,786,115,yes,no,0,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,1,1,1163
Miami2,786,116,no,no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,3,0,8478
Miami2,786,116,no,no,0,205,90,34.85,140.9,114,11.98,272.6,96,12.27,2,0,3976
Miami2,786,116,no,yes,23,253,78,43.01,138.9,121,11.81,277.8,104,12.5,2,0,9279
Miami2,786,116,no,yes,35,118,103,20.06,167.2,106,14.21,205.7,102,9.26,2,0,7279
Miami2,786,117,no,no,0,102.8,119,17.48,206.7,91,17.57,299,105,13.46,1,0,3436
Miami2,786,117,no,no,0,118.4,126,20.13,249.3,97,21.19,227,56,10.22,5,1,5899
Miami2,786,117,no,no,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,0,0,4404
Miami2,786,117,no,yes,14,80.2,81,13.63,219,103,18.62,122.6,102,5.52,1,0,8493
Miami2,786,117,no,yes,25,216,140,36.72,224.1,69,19.05,267.9,112,12.06,0,0,3263
Miami2,786,117,yes,yes,22,196,82,33.32,322.7,82,27.43,225.6,120,10.15,1,0,6531
Miami2,786,118,no,no,,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,0,0,4509
Miami2,786,118,no,no,0,154.8,71,26.32,244,73,20.74,159.6,81,7.18,0,0,2877
Miami2,786,118,no,no,0,224.6,94,38.18,225.9,120,19.2,269,105,12.11,2,0,3427
Miami2,786,118,yes,no,0,160,123,27.2,175.4,96,14.91,184.8,99,8.32,2,0,7734
Miami2,786,119,no,yes,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,1,0,6631
Miami2,786,120,no,no,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,1,0,3226
Miami2,786,120,no,no,0,150.6,85,25.6,119,128,10.12,232.9,123,10.48,1,0,8876
Miami2,786,120,no,no,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,1,0,6991
Miami2,786,120,no,no,0,180,80,30.6,224.2,82,19.06,265.4,91,11.94,3,0,7321
Miami2,786,120,no,no,0,184.5,103,31.37,209,86,17.77,169.7,70,7.64,2,0,3738
Miami2,786,120,no,yes,26,239.4,94,40.7,259.4,88,22.05,238,132,10.71,0,0,8187
Miami2,786,120,no,yes,27,153.5,84,26.1,194,73,16.49,256.5,94,11.54,5,0,8147
Miami2,786,120,no,yes,40,128.1,99,21.78,247.7,78,21.05,199.7,121,8.99,0,0,2608
Miami2,786,121,no,no,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,0,1,6347
Miami2,786,121,no,no,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2,0,6541
Miami2,786,121,no,no,0,190.7,103,32.42,183.5,117,15.6,220.8,103,9.94,3,0,5526
Miami2,786,121,no,no,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,2,0,2708
Miami2,786,121,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11,1,0,4354
Miami2,786,121,yes,no,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,3,1,4447
Miami2,786,122,no,no,0,180,88,30.6,145,77,12.33,233.7,120,10.52,2,0,7069
Miami2,786,122,no,yes,45,147.8,85,25.13,147.4,93,12.53,203.5,110,9.16,1,0,8930
Miami2,786,122,yes,no,0,140,101,23.8,196.4,77,16.69,120.1,133,5.4,4,1,5677
Miami2,786,122,yes,no,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,0,1,4061
Miami2,786,123,no,no,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,3,0,6594
Miami2,786,123,no,yes,27,198.7,127,33.78,249,105,21.17,173.2,124,7.79,1,0,3635
Miami2,786,125,no,no,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,1,0,5748
Miami2,786,125,no,no,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,2,0,4722
Miami2,786,126,no,no,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,0,0,5512
Miami2,786,126,no,no,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,1,0,9711
Miami2,786,127,no,no,0,107.9,128,18.34,187,77,15.9,218.5,95,9.83,0,0,4331
Miami2,786,127,no,no,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,2,0,3170
Miami2,786,127,no,yes,24,154.8,69,26.32,177.2,105,15.06,207.6,102,9.34,1,0,6810
Miami2,786,127,no,yes,25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,0,0,5141
Miami2,786,127,no,yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,0,0,7875
Miami2,786,129,no,yes,36,192.8,103,32.78,177,83,15.05,216.5,118,9.74,1,0,5999
